punType,sentenceID,sentenceType,sum_m1_ngram,sum_m2_ngram,sum_m1_relatedness,sum_m2_relatedness,p_m1_given_w,p_m2_given_w,entropy,m1KL,m2KL,KL,m1Focus,m2Focus
near,40,pun,-64.9159565407,-56.2793582257,12.585144624,1.094404664,0.657732673266,0.342267326734,0.642527940395,1.6976616493,6.85247989071,8.55014154002,alkaline;battery;aa,problem;aa;meetings
near,41,pun,-73.9865688809,-68.5628487151,11.615358889,-0.715991471,0.997215270234,0.00278472976598,0.0191650972235,1.66840238839,6.80638448325,8.47478687164,shave;beards;mustaches,boss;beards;driver
near,42,pun,-42.1625054045,-50.7547009732,13.167449651,-1.108175964,0.999999998435,1.56451481037e-09,3.32861321693e-08,1.37210877814,6.51249198627,7.88460076441,aiken;clay;sings,heart
near,43,pun,-41.7846086733,-35.663806645,13.502140992,-0.767667124,0.999324768556,0.00067523144393,0.00560450022589,1.34730247886,6.57510453619,7.92240701505,irrigation;sprinkler,constant
near,44,pun,-59.7998042077,-56.9625951613,11.947988218,-1.162627625,0.999991164391,8.83560943249e-06,0.000111653087592,1.79667164188,7.0176214129,8.81429305478,auntie;uncles,bet;upped
near,45,pun,-96.291727606,-86.7678889426,6.874318531,1.478799518,3.64308375701e-05,0.999963569162,0.000408756793251,2.24607672884,7.35542639596,9.6015031248,fuchsia,new;years;resolution;bankrupt;past
near,46,pun,-34.0003304297,-25.9514894719,13.537125484,-1.704622737,0.995942110034,0.00405788996578,0.0263968195608,1.35207040354,6.51204876847,7.864119172,till;farms,
near,47,pun,-42.5155453658,-35.6783293393,12.544404439,-3.023502173,0.999999986721,1.32788461529e-08,2.54118521392e-07,1.42232358675,6.56758055851,7.98990414526,house;estate,going
near,48,pun,-70.5861842045,-72.9103754669,9.94717892,-3.074109345,0.99998167296,1.83270395519e-05,0.00021822232982,0.886227173547,5.9947979474,6.88102512094,eire;ireland,
near,49,pun,-54.1618999235,-40.6796400254,13.540146008,-0.761280117,0.00822824139062,0.991771758609,0.0476913603767,1.8999802064,7.12531567076,9.02529587716,alp;switzerland;ski,people;learn
near,50,pun,-38.1864659475,-40.3790650138,15.308309166,0.186284204,0.999999999165,8.35323857882e-10,1.82962669339e-08,1.02776178238,6.16566720994,7.19342899232,garden;scarecrows;patch,scarecrows
near,51,pun,-58.3791873522,-44.9440964831,11.979791704,-1.364651256,0.00183259311993,0.99816740688,0.0133799574535,1.42272968938,6.6322152651,8.05494495448,bean;coffee,selling
near,52,pun,-60.593962239,-53.0969835705,12.50681784,-0.962681326,0.0116175678325,0.988382432167,0.0633088374397,1.20239003997,6.36149661595,7.56388665592,odor;perfume,sign
near,53,pun,-72.4914918879,-56.7964689747,10.707695666,-1.517239411,0.000724629259488,0.999275370741,0.00596332779392,1.55216220499,6.77844285391,8.3306050589,watt;lights,thanks
near,54,pun,-30.592215532,-17.4442990992,12.568207589,0.294917081,0.00575236711105,0.994247632889,0.0354073273961,0.897267981556,6.00560220048,6.90287018204,pest;children,behavior
near,55,pun,-39.4439942015,-25.3281383067,10.897045064,-1.499232092,0.0097130513695,0.99028694863,0.0546787724959,1.00785892045,6.13161468838,7.13947360883,crank;work,dawn
near,56,pun,-66.5382277439,-59.1833495826,11.125183085,1.339290371,0.994312713386,0.00568728661424,0.0350716366038,1.91723685128,6.9493499765,8.86658682778,leg;cramped,planes;suffer;jet
near,57,pun,-72.3417910574,-63.7430784026,14.174584348,1.87977347,0.993142673209,0.00685732679115,0.0409999641959,1.87169348636,7.05306937648,8.92476286284,decade;ten;years;brushing,years;brushing;horrible;tooth
near,58,pun,-70.0857494814,-48.0545051755,12.659109051,2.062150115,9.22903708022e-05,0.999907709629,0.00094971633111,1.5218700099,6.63558815389,8.15745816379,dramatic;actor;stress;disorder,right;post;stress;disorder
near,59,pun,-99.3999182892,-73.0295769764,11.171296035,0.480233176,1.7441937189e-09,0.999999998256,3.69193021915e-08,2.88952461526,8.10613248267,10.9956570979,grammatic;english;teacher,felt;fired;post;stress;disorder
near,60,pun,-74.2256711014,-56.7294411004,11.806560664,-3.013691252,0.000862396609465,0.999137603391,0.00694691857316,1.22547297293,6.32703811599,7.55251108892,hosta;garden;nursery,environment
near,61,pun,-52.8521956974,-46.7499505672,16.191035372,-0.738598496,0.999995699539,4.30046138151e-06,5.74403427729e-05,1.3566590663,6.55633593771,7.91299500402,dublin;irish;rich;capital,capital
near,62,pun,-90.4383537955,-84.339092678,10.530664148,0.604060198,0.364965983527,0.635034016473,0.65622203227,2.42268715916,7.50925350646,9.93194066562,prism;optical;scientist;bifocals,stole;sentenced;years;state
near,63,pun,-68.2507436993,-62.8260409768,12.112484291,-1.008017915,0.99680586461,0.00319413539038,0.0215439323709,1.42479342576,6.59560185508,8.02039528084,fridge;kitchen;water,water;under
near,64,pun,-40.9655150426,-28.1428262131,13.892215608,1.388894101,0.0451627299781,0.954837270022,0.184017977071,1.37451886483,6.5031315355,7.87765040033,thief;robber,baron;commander
near,65,pun,-92.4574271602,-84.5032459584,13.748525897,-0.038016093,0.997693774455,0.0023062255448,0.016307295583,1.16157958516,6.28407897526,7.44565856041,revolution;orbit;causing;new;year's,january;1st;year's
near,66,pun,-102.430572239,-104.674661126,10.162555222,-3.280680414,0.999999999978,2.15647325423e-11,5.51193759356e-10,1.56351960909,6.78646210522,8.34998171431,plants;flora;offices,business;sisterhood;traveling
near,67,pun,-39.6704224361,-24.5621290636,12.721988727,1.019585187,0.00217108874333,0.997828911257,0.0154829895015,1.91649478857,7.06968689213,8.9861816807,incisor;dentist,convicted;trading
near,68,pun,-104.422129325,-98.3514520206,8.63642639,-2.619854276,0.605511297135,0.394488702865,0.670713649887,1.55797239638,6.71305206404,8.27102446042,mimes;quietest,criminal
near,69,pun,-93.7639398786,-93.9163292899,7.326667359,-3.966443834,0.999999271887,7.28112659132e-07,1.10183902999e-05,1.34240548917,6.48112545413,7.8235309433,glittering,arrested;fined
near,70,pun,-44.8979216789,-39.6367438593,13.008889746,-0.085878067,0.995293729364,0.00470627063583,0.0299154217501,1.23385574273,6.4268168196,7.66067256232,altitude;pilot,good
near,71,pun,-26.7970493829,-28.2332471842,12.875333786,1.291457336,0.999999309438,6.90561634646e-07,1.04867034298e-05,1.02623643734,6.08183382509,7.10807026243,presence,christmas
near,72,pun,-42.0218642282,-34.7452466976,13.846302255,-1.003023343,0.946823665813,0.0531763341871,0.207763629614,1.33609205414,6.48984425435,7.82593630849,necks;vampires,looking
near,73,pun,-64.4447961402,-53.4393461955,10.866052926,1.903056738,0.0252860380194,0.974713961981,0.117953094943,2.37287772712,7.34045759508,9.7133353222,digestion;call;silverware,villain;weapons;mass
near,74,pun,-71.6149156636,-65.5034030742,9.696608269,-4.480658836,0.918363403077,0.0816365969234,0.282748425561,1.21790714313,6.31615432398,7.53406146711,ream;copy;paper,crop
near,75,pun,-18.1567596151,-8.5039366218,14.359117125,0.088392161,0.336815942542,0.663184057458,0.638900886922,0.854688921935,5.99286627824,6.84755520017,seize;get,get
near,76,pun,-66.4775901246,-64.8431182871,12.957434467,-2.165929045,0.999994966616,5.03338427538e-06,6.64377302469e-05,1.7393464796,6.9762506198,8.7155970994,author;books;reading,made;refuse
near,77,pun,-43.1483636286,-33.8813791869,11.993874048,-0.033458027,0.990439477726,0.00956052227366,0.0539721823045,1.45020724101,6.52623358748,7.97644082849,source;crop,cranberry
near,78,pun,-47.0573488251,-41.9670776258,12.315964169,-1.579695857,0.999515552275,0.000484447724652,0.00418187811727,0.818873339201,5.93359830115,6.75247164035,paste;glue,
near,79,pun,-64.6093816171,-51.9638889578,13.437329931,-1.590066549,0.0533423407955,0.946657659205,0.208241372141,1.27491196625,6.41737464254,7.69228660878,espresso;italians;good;coffee,coffee;know
near,80,pun,-70.220903972,-59.1949079057,12.292721165,2.190510507,0.00373236420769,0.996267635792,0.0245919688825,1.69479967874,6.75352307146,8.4483227502,scents;women;wear;perfume,perfume;obviously;known;common
near,161,nonpun,-40.7174021903,-51.2292250379,10.13438026,4.897284784,0.999997126152,2.87384780701e-06,3.95437356974e-05,2.45660851325,7.2773671524,9.73397566565,lion,owner;takes;share;profits;company
near,162,nonpun,-34.0793797183,-35.036421331,14.269211866,0.825440629,0.999993076253,6.92374678731e-06,8.91816668872e-05,1.22662516375,6.42882265476,7.65544781851,tooth;dentist;examines,examines
near,163,nonpun,-48.2346127245,-49.0669570352,13.939470102,-0.888545806,0.999999938507,6.14934949539e-08,1.08255204922e-06,0.870800020282,5.98344584064,6.85424586092,cilia;hairlike;projections;cells,hairlike
near,164,nonpun,-67.3422589154,-68.5109635809,15.620380091,-0.224988563,0.999999421667,5.78333399039e-07,8.88500253552e-06,1.05261674913,6.21230045525,7.26491720438,heir;prince;british;throne,prince;throne
near,165,nonpun,-30.6505064077,-37.4583169745,13.290785852,-1.367200819,0.999999999419,5.81050069611e-10,1.29377677865e-08,0.878116603813,5.99093996936,6.86905657318,clothing;necessities,
near,166,nonpun,-40.9721800571,-33.8632065874,15.962768811,-1.135024821,0.993822840548,0.00617715945187,0.0375806137292,1.47449374778,6.74013048987,8.21462423765,ambiance;hotel;warmth;charm,
near,167,nonpun,-71.2514972464,-67.9650908058,14.368101214,-2.680754264,0.999888546336,0.000111453663692,0.00112588773525,1.22929565337,6.35791371795,7.58720937132,perches;pigeons;sunny;roofs,
near,168,nonpun,-56.0469174128,-52.2457087737,12.638775865,0.752003659,0.771237617013,0.228762382987,0.537776585154,0.957341634286,6.07442069437,7.03176232866,reword;speech;told,mayor;advisors;told
near,169,nonpun,-32.856907558,-25.1792655122,15.662442719,-0.752780692,0.965906286953,0.0340937130468,0.148696262855,1.30079511442,6.50498027268,7.8057753871,math;exam;school,
near,170,nonpun,-30.5278134416,-32.2008241581,12.85218684,0.038120318,0.999999983517,1.64828495325e-08,3.11871096214e-07,0.697426932291,5.81117380083,6.50860073312,stealer,hearts
near,171,nonpun,-29.2047569734,-28.9297447537,14.128888049,-0.512356065,0.999997134498,2.8655019732e-06,3.94372319307e-05,0.922597619489,6.06482337788,6.98742099737,wicker;chair,
near,172,nonpun,-54.06531117,-53.5001546815,12.072675273,1.878968793,0.998824873615,0.00117512638487,0.00910228429484,1.5866733891,6.61622269686,8.20289608596,spatial;skills;build;house;plans,good;skills;house
near,173,nonpun,-28.7845972406,-30.5551472416,13.921288448,-0.109939713,0.999959037901,4.09620989847e-05,0.000454795747934,0.87106668637,5.98818768305,6.85925436942,whirled;dancers;stage,stage
near,174,nonpun,-39.8882827785,-39.8882827785,11.009363063,-0.166909028,0.999720027683,0.000279972316602,0.00257033619991,0.892222366796,6.0035718555,6.89579422229,caesars,employees
near,175,nonpun,-29.7945891375,-37.2960870142,13.036244268,-0.915922092,0.999999999214,7.8565754598e-10,1.72565752483e-08,1.11088394849,6.2584639863,7.36934793479,launch;space,place
near,176,nonpun,-29.1558532822,-26.8046030172,14.964323458,-0.95474763,0.999976470836,2.35291639463e-05,0.00027428553753,1.05910778487,6.22108381876,7.28019160363,bloom;apple;tree,
near,177,nonpun,-34.6417696188,-39.1226762426,15.927388761,-0.303735567,0.999999883937,1.16062611505e-07,1.96948223673e-06,1.3381699975,6.55669695957,7.89486695707,flea;dog;fleas,dog
near,178,nonpun,-38.5996711872,-37.4022990669,14.202392023,1.418067294,0.999664185037,0.000335814962959,0.00302192575445,0.997764972249,6.11705009521,7.11481506746,fillings;dentist;replaced,dentist;replaced;lost
near,179,nonpun,-32.1574225194,-29.5079212306,12.16739193,-1.030338683,0.998651463471,0.00134853652934,0.010259747846,0.764870683969,5.87860045358,6.64347113755,salivation;dog's,
near,180,nonpun,-22.6621596581,-18.0545045076,14.808173017,-0.651667224,0.991158045064,0.00884195493576,0.0506096985059,1.26595342263,6.50459107174,7.77054449436,orifice;mouth,
near,181,nonpun,-24.9082246121,-29.5277885072,15.578876283,-1.36378359,0.999999996601,3.39854474859e-09,6.96698903192e-08,1.53939942785,6.73173651322,8.27113594107,braille;reads;fingertips,
near,182,nonpun,-24.8486615324,-27.3217464432,12.981739173,0.046637032,0.999999776576,2.23423785126e-07,3.64497928209e-06,0.877494338077,6.00212916054,6.87962349861,sperm;donate,decided
near,183,nonpun,-33.8420733577,-36.3339823862,12.690226331,1.02023633,0.999958924378,4.10756218434e-05,0.00045594249204,1.01523692903,6.10981223599,7.12504916503,grime;covered,city's;buildings
near,184,nonpun,-56.7949179483,-65.479475864,11.189721195,-2.088009048,0.999999999992,8.46078532868e-12,2.24173409375e-10,1.00198580541,6.11476530263,7.11675110804,epoch;end;new,race;peace
near,185,nonpun,-32.5521808904,-36.2157867443,15.977647488,-1.873430959,0.999999999273,7.26755540709e-10,1.60194588291e-08,1.76271491195,7.01871309285,8.7814280048,bonus;company;pays;year,end
near,186,nonpun,-58.8815634304,-53.4111339926,15.198919076,0.924074182,0.99439209082,0.00560790917978,0.034661186241,1.3329007152,6.44320352827,7.77610424346,hobbit;creatures;lord;rings,favorite;creatures
near,187,nonpun,-36.1414641831,-39.9852802219,11.309409459,-1.759971905,0.999999957746,4.22537591126e-08,7.59704524997e-07,0.782143237407,5.89555498658,6.67769822399,screaming;knife,
near,188,nonpun,-43.426527869,-33.4266481509,14.664478223,-1.092076865,0.999958409738,4.15902624022e-05,0.000461137179081,1.07695257266,6.20505896834,7.28201154101,ohms;measure;electrical;resistance,
near,189,nonpun,-33.2144314644,-37.1632667638,13.700860899,-1.217874151,0.999999998366,1.63419833769e-09,3.46974845252e-08,0.986066667805,6.11324437589,7.0993110437,kant;philosopher,
near,190,nonpun,-45.6266378702,-40.8648656921,12.909141334,-2.063030433,0.999155423976,0.000844576023909,0.00682100998164,0.963112454088,6.07451907439,7.03763152848,tamper;barista;used;press,
near,191,nonpun,-28.4483205152,-31.569098831,12.222879127,1.049486593,0.988158748924,0.0118412510762,0.0643006203938,0.825888349941,5.93854044058,6.76442879052,latte;morning,morning;wake;up
near,192,nonpun,-42.1303298122,-41.4260404551,12.573857226,0.078073185,0.999979207414,2.07925862446e-05,0.000244955455576,0.733678257592,5.84772391855,6.58140217614,libel;tabloid;newspaper,tabloid;newspaper
near,193,nonpun,-56.2533767753,-53.6495875845,12.388126593,-0.211059096,0.99814705676,0.00185294324018,0.013508054277,0.802250481333,5.91710113373,6.71935161506,tryst;lovers,lovers;away
near,194,nonpun,-43.5842251354,-50.496822038,16.785102553,-1.206885788,0.999999999973,2.6833057313e-11,6.79986799494e-10,1.62539111777,6.84571790399,8.47110902176,propane;burns;gas;stove,
near,195,nonpun,-38.3970810095,-32.0060685313,12.511726221,-0.214658124,0.753487185121,0.246512814879,0.558471550956,0.85154747282,5.96711414234,6.81866161516,leafing;pages;book,pages;old
near,196,nonpun,-38.9003629284,-36.4270807594,14.481940327,-0.936324262,0.999999891532,1.08468350084e-07,1.84795438478e-06,1.35732619393,6.54087536708,7.89820156101,yams;eat;turkey,
near,197,nonpun,-38.6567246489,-46.4583236367,14.840879865,0.456441249,0.999999993238,6.76200416399e-09,1.33968464836e-07,1.00139662104,6.11820664659,7.11960326763,tolkien;wrote;lord;rings,wrote
near,198,nonpun,-45.5521821075,-45.3327576843,12.073491134,1.133863176,0.999955292051,4.47079488581e-05,0.00049247311838,1.00286461409,6.07844417986,7.08130879395,magnate;iron,iron;australia
near,199,nonpun,-29.4584593336,-29.2185768675,15.589764564,0.398476649,0.99999971522,2.84779669394e-07,4.57685066807e-06,1.03795266636,6.20935579213,7.24730845849,raven;black;bird,black
near,200,nonpun,-82.3822271523,-86.6793599052,10.38298377,-0.510156787,0.999997715448,2.28455240316e-06,3.19593787058e-05,1.29591387514,6.43354649947,7.72946037461,alkaline;ph,tried;maintain;ideal
near,201,nonpun,-34.1324046648,-36.5766677187,14.271067071,-0.675214974,0.999999921779,7.82207553521e-08,1.35820413678e-06,1.25170692667,6.47808949464,7.72979642131,shave;beard;growing,need
near,202,nonpun,-66.6791275824,-76.3128150534,15.09171923,0.016211346,0.999999999752,2.48131006715e-10,5.73606049073e-09,1.49354743965,6.77900129327,8.27254873292,aiken;clay;fame;idol,clay;fame;won
near,203,nonpun,-59.9675656044,-59.3704714538,15.627149676,-1.190215057,0.999999788923,2.11076693728e-07,3.45554587973e-06,1.35382718438,6.56095021174,7.91477739612,irrigation;water;land;soil,artificial;soil
near,204,nonpun,-23.5063718172,-28.0192768332,14.832586399,-1.187296936,0.999999999691,3.09490662401e-10,7.08612704195e-09,1.1487778507,6.29744049405,7.44621834475,auntie;mother's;sister,
near,205,nonpun,-28.2729133498,-19.960147483,13.01664861,-0.246186627,0.24201396994,0.75798603006,0.553390292521,0.736201169323,5.85101929846,6.58722046778,fuchsia;flower,flower
near,206,nonpun,-40.1181086924,-42.0702946891,15.265423041,-1.626179163,0.999999964506,3.54938292047e-08,6.44351673149e-07,1.35610074402,6.53287677824,7.88897752226,till;farmers;soil,
near,207,nonpun,-20.805183856,-27.6808486958,13.540035673,-0.83860301,1.0,4.83308410596e-14,1.53026345683e-12,0.813087501584,5.92451758501,6.73760508659,house;located;corner,
near,208,nonpun,-50.6015379696,-56.084335305,12.323222853,-1.65475683,0.999999700877,2.99122550264e-07,4.79266483792e-06,0.878338603871,5.99304794261,6.87138654648,eire;ireland,
near,209,nonpun,-33.4900197954,-26.5132716449,14.387218845,-0.824147447,0.932360740554,0.067639259446,0.247489187695,0.994876108735,6.15013794293,7.14501405166,alp;high;mountain,
near,210,nonpun,-19.6383216029,-30.7228828768,15.529693422,-1.066796313,1.0,2.62889264417e-14,8.48357251604e-13,1.39062410083,6.55379789391,7.94442199474,garden;small;flower;house,house
near,211,nonpun,-49.2809252396,-58.5263871029,15.517387623,-1.600042623,0.999999998232,1.76811649369e-09,3.74015888199e-08,1.40123634624,6.60226353994,8.00349988619,bean;eat;lima;black,
near,212,nonpun,-40.1005703214,-38.3927647808,14.73232102,-1.10260514,0.976131759309,0.0238682406906,0.112733909382,1.16954803335,6.33972181191,7.50926984526,odor;fish;air,fish
near,213,nonpun,-78.8516412495,-49.1862779538,17.646587104,-1.873661992,9.15172937497e-07,0.999999084827,1.3639876868e-05,2.21988283091,7.61242851615,9.83231134707,watt;lamp;60-watt;light;bulb,uses
near,214,nonpun,-61.1690159619,-70.8752737748,18.065303312,1.269034291,0.999999999777,2.22793028862e-10,5.17431858974e-09,2.26902432905,7.5482670391,9.81729136816,pest;rats;mice;flies;pests,rats;regarded
near,215,nonpun,-16.0563963503,-14.0209452683,12.6236621,-0.534714026,0.999730313191,0.000269686808505,0.00248600384898,0.696109983825,5.80981436506,6.50592434888,crank,
near,216,nonpun,-34.1051089449,-40.7063972918,13.688353322,-0.660631782,0.999999999948,5.18286831498e-11,1.27929147762e-09,0.848880366616,5.97000241914,6.81888278576,leg;runners;strong,runners
near,217,nonpun,-23.5661799225,-27.1690364245,14.49042185,1.22160123,0.999999986906,1.30936879406e-08,2.5075899272e-07,0.723874575456,5.83901679832,6.56289137377,decade;long;time,long;time
near,218,nonpun,-33.4913644056,-37.4830665591,15.297908,-0.474208906,0.999999999694,3.05941876695e-10,7.00840203286e-09,1.14335964882,6.31474939049,7.45810903931,dramatic;written;works;stage,written
near,219,nonpun,-40.1289856229,-37.2417360493,15.854969922,-0.996974845,0.999923412509,7.65874908708e-05,0.000802410090808,1.2780425803,6.43477230267,7.71281488297,grammatic;sentence;unusual;structure,
near,220,nonpun,-31.3271443865,-26.4083166417,12.890943386,-0.680480047,0.986260440784,0.013739559216,0.0725527675888,0.759852612667,5.87340071647,6.63325332914,hosta;plant,
near,221,nonpun,-43.0101888841,-40.9937221416,15.332329929,-1.122949967,0.99999988383,1.16170316797e-07,1.97120214711e-06,1.43981878575,6.71969750666,8.1595162924,dublin;capital;ireland,
near,222,nonpun,-49.1835589876,-46.3026022286,15.047187262,-0.725175621,0.999798634776,0.000201365224014,0.0019150415906,1.17341791344,6.31901303341,7.49243094685,prism;reflect;split;light,reflect
